index;header;desc;content;url;time;time_interval;level
12;Alternatif Problem Çözümlerinin Nitelikleri;Değişim her zaman olur. Etkili takım liderliği, değişime ortam hazırlayan süregelen geçiş süreçleri boyunca takımları yönetmek anlamına gelir. Bu geçiş süreçlerini sorunsuz hale getirmek için gereken verimli takım çalışmasını sekteye uğratabilecek engelleri ortadan kaldırmak önemlidir. Bu eğitimde değişime karşı gösterilen direnç ve süreçte karşılaşılan engellerin çeşitlerini ve işbirliği ile bunları aşmayı öğreneceksiniz. Ayrıca organizasyonunuzda değişimi uygulamaya koyarken karşılaşılan engelleri nasıl aşacağınızı göreceksiniz. Son olarak da bir takımla çalışırken değişimi anlatmak için etkili yaklaşımları öğreneceksiniz.;Değişim her zaman olur. Etkili takım liderliği, değişime ortam hazırlayan süregelen geçiş süreçleri boyunca takımları yönetmek anlamına gelir. Bu geçiş süreçlerini sorunsuz hale getirmek için gereken verimli takım çalışmasını sekteye uğratabilecek engelleri ortadan kaldırmak önemlidir.  Bu eğitimde değişime karşı gösterilen direnç ve süreçte karşılaşılan engellerin çeşitlerini ve işbirliği ile bunları aşmayı öğreneceksiniz. Ayrıca organizasyonunuzda değişimi uygulamaya koyarken karşılaşılan engelleri nasıl aşacağınızı göreceksiniz. Son olarak da bir takımla çalışırken değişimi anlatmak için etkili yaklaşımları öğreneceksiniz.;A;14;0-30 dk;Başlangıç
13;Anlamlı Liderlik Video Serisi;Bugüne kadar liderlik konu başlığında birçok farklı içerikler ve videolarla karşılaşmışsınızdır. Benzer başlıklarla alışılmışı yapmaya çalışmak ve liderlik üzerine hap şeklinde sentetik çözümler vermek yerine kişinin kendisine lider olmasını sağlayacak kilometre taşlarının neler oluğunu öğrenmeye hazır mısınız? Mehmet Özel'in, hayatınızın tam orta noktasına dokunacak anlamlı bir lider olma hakkında paylaşımlarını bu video serimizde bulabilirsiniz.;Etkili bir lider olmak için önce kendi an'ımızı bulmalıyız. Bu videomuzda Mehmet Özel bizlere an'da olmak ve kalmak için bilmemiz gereken bilgileri paylaşmaktadır. Anlam dediğimiz şeyi nasıl bulacağız? İşte bu videomuzda hayatımızdaki anlamları bulmak ve çoğaltmak için uygulamamız gerekenleri göreceğiz. Hayatımıza değer, nitelik ve anlam katacak ne kadar çok şey varsa onunla ilgili hayaller kurmak bizi anlamlı liderlik yolunda bir adım öteye taşıyacaktır. Gelin bu videomuzda Mehmet Özel'in DNA olarak adlandırdığı konu başlığımıza göz atalım. Anlamlı liderliğin en güzel dolgu malzemelerinden birisi de kendini bilmektir. Bu videomuzda kendimizi bilmemiz, tanımamız ve dinlemimizin önemi hakkında farkındalık kazandırılacaktır. Hayatımızıda daha anlamlı öykülere sahip olmak için uygulamamız gerekenlerden bahsedilir. Anlamlı liderliğin en önemli aşamalarından biri de yolumuzu ve yönümüzü belirlemektir. Bu videoda hayatımızda oluşturduğumuz yeni rotalardan tutun da var olan rotalarımızı iyileşitrmek için neler yapılması gerektiğini göreceğiz. Yanı başınızda durur gibi yapıp karşınızda dikilenlere inat tutkunuza, isteğinize ve hedefinize doğru gitmenin anlamlı liderlik yolunda öneminden bahsedilir.;A;64;1-2 saat;İleri
14;Anne-Babalar için Çocuk Gelişimi;"Bu eğitim, 6-12 ve 12-18 yaş çocuğuna sahip anne babaların, çocuklarının bilişsel, sosyal, duygusal ve davranışsal gelişimlerini takip etmeleri, önleyici ve geliştirici tedbirler alabilmelerini sağlamak amacıyla hazırlanmıştır.
Anne karnında başlayan ve doğumdan sonra yetişkinlik dönemine kadar süren gelişim dönemleri her birey için genel bir takım özellikler sergiler. Anne babalar olarak çocuğun bedensel, zihinsel ve duygusal gelişim özelliklerini tanımak; onların gösterdikleri tepkileri ve becerileri doğru şekilde değerlendirme fırsatı sağlayacaktır.";<div>Anne karnında başlayan ve doğumdan sonra yetişkinlik dönemine kadar süren gelişim dönemleri her birey için genel bir takım özellikler sergiler. Anne babalar olarak çocuğun bedensel, zihinsel ve duygusal gelişim özelliklerini tanımak, onların gösterdikleri tepkileri ve becerileri doğru şekilde değerlendirme fırsatı sağlayacaktır.</div><div>Bu eğitimde çocukların gelişim dönemleri içinde fiziksel, sosyal ve bilişşel değişimlerin en çok yaşandığı ergenlik dönemi anlatılmaktadır. Bu dönemde çocuğun kendi içinde veya ailesi ile yaşadığı sık karşılaşılan problemlere yer verilerek bu sorunlara nasıl çözüm stratejileri oluşturacakları anne ve babalara örneklerle anlatılmaktadır.</div> Bu eğitim 6-12 yaş çocuğuna sahip anne babaların, çocuklarının bilişsel, sosyal, duygusal ve davranışsal gelişimlerini takip etmeleri, önleyici ve geliştirici tedbirler alabilmelerini sağlamak amacıyla hazırlanmıştır.;A;105;1-2 saat;Başlangıç
15;Argümanları İncelemek;Argümanlar, kritik düşünme sürecinin olmazsa olmaz parçasıdır. Onlar olmadan iyi düşünülmüş kararlar alamaz, mantıklı sonuçlara varamazsınız. Bir konuya temas etmek veya ileri taşımak için sürekli argüman sunarsınız. Bu eğitimimizde argümanları nasıl belirleyeceğinizi, ikna tekniklerini tanımayı, kesin sonuçlar ve mantıklı argümanları keşfetmeyi ve güçlü argümanlar sunmayı öğreneceksiniz.;Eleştirel düşüncede tartışma, mantıklı bir sonuca ulaşmanın bir parçasıdır. Bu derste, tartışmaları tanımlamayı ve değerlendirmeyi, mantıksal yanlışlıkları ve ikna tekniklerini tanımayı ve kendi başınıza etkili tartışmalar yapmayı öğreneceksiniz.;A;16;0-30 dk;İleri
16;Atik Lider;Güzergahınızdaki küçücük bir değişiklik dahi başarıya daha çabuk ulaşmanızı sağlayabilir. Bu derste odaklanmış ve esnek bir düşünce yapısı kazanmayı, pratik tekniklerle değişen koşullara hızlıca uyum sağlamayı ve çalışanlarınızı hedefe doğru teşvik etmeyi öğreneceksiniz.;Güzergahınızdaki küçücük bir değişiklik dahi başarıya daha çabuk ulaşmanızı sağlayabilir. Bu derste odaklanmış ve esnek bir düşünce yapısı kazanmayı, pratik tekniklerle değişen koşullara hızlıca uyum sağlamayı ve çalışanlarınızı hedefe doğru teşvik etmeyi öğreneceksiniz. ;A;43;30-60 dk;Başlangıç
17;Atwiser Yaşama Dair - Aile;Aile her zaman özel ve önceliklidir. Bu video serimizde bebeklikten çocukluğa, ebeveyn olmaktan okul seçimine, öğrenmeden psikolojiye birçok alanda bilinmesi gerekenleri topladık. Bu eğitim seti sayesinde siz de ebeveyn olarak yapılması gerekenlerin farkına varabileceksiniz. ;"Yeni doğan bebeğin alt, kulak ve burun temizliği, bakımı nasıl yapılmalıdır? Gelin, bu videomuzda izleyelim.  Videomuz, bebek için uygun olan sağlıklı uyuma ortamı ile ilgili ipuçlarını, çok önemli detayları ve doğru sanılan hataları  sıralıyor.  <div data-wrapper=""true"" style=""font-size:9pt;font-family:'Segoe UI','Helvetica Neue',sans-serif;""><div><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">Bebekleri çok rahatsız eden kolit ağrılarını azaltmak için neler yapılması gerektiği ve annenin doğru beslenmesinin kolike olumlu etkisi ile ilgili bilgileri bu videoda bulabilirsiniz.</span></span></span></div></div> Ateşli havale ailelerin kendilerini çok çaresiz hissettikleri bir durumdur. Yüksek ve bazen düşük ateşlerde de görülebilir. Videomuz, ateşli havale belirtilerini ve öncelikle yanlış sayılabilecek yapılmaması gerekenleri ve sonrasında doğru olarak yapılması gerekenleri açıklıyor.  Bebeklerde kabızlık aile için oldukça önemli bir sorundur. Bu sorunla karşılaşıldığında ilk düşünülmesi gereken bebeğin doğru beslenip beslenmediğidir. Kabızlığı önlemek için doğru beslenme ve anne sütü azlığı ile ilgili konularda yapılması gerekenleri videomuzda bulabilirsiniz.  Öğrenme nasıl gerçekleşiyor? Çocuğum nasıl öğreniyor? Beynin çalışmasını öğrenmek, bu sorulara ve öğrenme için sırlara cevap bulmak istiyorsanız, videomuzu izlemenizi tavsiye ederiz.   Videomuz beynin çalışma prensipleri ve uyku düzeninin çocuğun öğrenme yaşantısına, güçlü hafızaya etkisi hakkında önemli bilgileri içeriyor.  Beyin ile beslenmenin ve zeki olmanın ilgisi, beslenme ile öğrenmenin ilgisi açıklanırken beyin için gereken doğru beslenme alışkanlığı hakkında tüm bilgiler bu videomuzda…  Çocuğun hangi yaş dönemi, onun gelecek yaşamında daha belirleyici oluyor? Bu sorunun cevabını ve bu konudaki en önemli kurumlar hakkında bilgileri bulmak için videomuzu izleyebilirsiniz.  Erken yaşta dil gelişimi konusunda aklımızdaki sorulara doğru ve net cevap almak için videomuzu izleyebilirsiniz.  Videomuz çocuklara hitapta dikkat edilmesi gereken noktalar, yanlış hitaplar ve iletişimde kullanılması gereken dil hakkında bilgiler içeriyor.  Anne babaların çocuğu, onun ayrı bir birey olduğunu kabullenmesinin önemi ve bu konuda dikkat edilmesi gerekenleri videomuzda bulabilirsiniz.  Anne baba olmak oldukça zordur. Belki de en zor tarafı bir şeyin nasıl yapılacağını bildiğiniz halde yanlış yapılmasına göz yumaktır. Bu konularda destek olacak tecrübeleri ve anne baba olma yolculuğundan keyif almak için gereken ipuçlarını videomuzda bulabilirsiniz.  Videomuz Rosenthal etkisini ve İnsanlardan beklenen neyse, onlar onu gerçekleştirmek için bir gayret içinde olur. Bakış açısıyla çocuklarımızı yetiştirmede dikkat etmeniz gerekenleri açıklıyor.   Çocuk geliştirmede değerler çok önemlidir. Videomuz değer nedir, çocuklarımıza değerleri nasıl kazandırabiliriz ve değerleri kazandırmada kritik yaş aralığı hakkında bilgi ve önerileri içeriyor.   Sıkça karıştırılan ve belki tam olarak bilinmeyen kavramlar olan özgüven ve özsaygı ile ilgili net bilgileri, bu kavranların çocuk gelişimi ve ilerleyen yaşlardaki hayatı üzerindeki etkilerini bu videomuzda izleyebilirsiniz. Özsaygıyı bu kadar önemli kılan nedir? ve Çocuklara özsaygıyı nasıl kazandırabiliriz? sorularının cevaplarını, ipuçlarını ve bu konuda doğru bildiğimiz yanlışları videomuzda bulabilirsiniz.  Sorumluluk duygusunun anlamını ve çağımızda çocukların sorumluluk duygusunun gelişimi için yapılması gerekenler hakkında çok önemli görüş ve önerileri videomuzda bulabilirsiniz.  Çocukların özellikle ilk yaşlarında temel ihtiyaçlarının karşılanması çok önemlidir. Videomuz bu temel ihtiyaçlar karşılanırken anne babanın dikkat etmesi gereken noktaları açıklıyor.  Çocuğun gelişimini bizim dışımızda sosyal ortamlardaki birçok faktör etkiler. Çocuğun kişilik gelişimi ve duygu yönetimi için bütün bu halkalardan gerekenleri alarak kendi yaşam zenginliğini oluşturacağını unutmayalım. Videomuz dikkat etmemiz gereken noktaları açıklıyor.  Sınav döneminde çocuğu anlamak ve ona destek olmak için neler yapmalıyız? Sorunun cevabını ve küçük pratik önerileri videomuzda bulabilirsiniz. Videomuz, sınav dönemini en sağlıklı şekilde geçirmek için püf noktaları açıklarken çocukların sınav macerasında anne babaların farkında olmadan yaptığı hataları  bizlere gösteriyor.  Videomuz internet ve teknoloji çağında  anne babaların dikkat etmesi gereken konuları, değişime, teknolojiye ayak uydurmanın önemini ve farkındalık kazanarak ebeveyn olarak çocuğun gelişimine nasıl destek olabileceğimizi açıklıyor.  Videomuz internet ve teknoloji çağında  anne babaların dikkat etmesi gereken konuları, çocuğun teknolojiyi daha iyi yönde kullanması yönünde yapılması gerekenleri ve bu konuda çok önemli önerileri açıklıyor.  Anne babalar için zor bir sınav olan okul seçimi konusunda size rehberlik edecek görüşler ve dikkat edilmesi gerekenler konular, öneriler için videomuzdan yararlanabilirsiniz.  Videomuz kendi hayatımızı düzenlemekte zorluk çektiğimiz bir yüzyılda çocuğumuzun hayatına nasıl müdahale edeceğimiz konusunda görüşleri, ipuçlarını ve 21. yy anne babasının yapması gereken 3 öneriyi içeriyor.  Nasıl iyi ebeveyn olunur sorusu belki de dünyadaki en zor sorulardan biridir. Bunun için çocuğa verilmesi gereken temel mesajları videomuzda bulabilirsiniz.   Çocuk eğitiminde disiplinin ölçüsü ve sınırları nedir? Dış dünya ile barışık, üretken, kendini doğru ifade eden çocuklar yetiştirebilmek için başvurulan disiplin nasıl olmalı ve uygulanmalıdır. Videomuzdan izleyebilirsiniz.  Çocuğumuza kötü alışkanlıklarla ve ergenlik döneminde karşılacabileceği yanlış davranışlarla ilgili uyarıları ne zaman ve nasıl vermeliyiz? Videomuz bu soruların cevaplarını ve önerileri içeriyor.  Bir geçiş dönemi olan ergenlikte depresyona özellikle dikkat edilmesi gerekmektedir. Bu dönem depresyonda görülen belirtiler, bu konuda yapılması gerekenler için videomuzu izleyebilirsiniz.  Yalan nedir, çocukların yanlış ifadelerinin yalan sayılabileceği yaş aralıkları, ergenlik dönemi yalan söylemenin nedenleri, aile ilişkilerinin bu konudaki yeri ve yalan karşısında yapılması gerekenler için videomuzu izleyebilirsiniz.   Çok sık gündeme gelen çocuklarda mutlu olma kavramı hakkında tek bir formül verilemez belki ama tek bir faktöre bağlı olmayan bu konuda çok önemli bazı öneriler bize yardımcı olabilir. Videomuzdan izleyebilirsiniz.  İyi ebeveyn olmanın kuralları var mı?  İyi anne baba olmak neden önemli? Ebeveyn hatasız mı olmalı? Videomuzda sorularınıza cevap bulabilirsiniz. Çocukla nasıl oyunlar oynanmalı? sorusu için, ebeveynleri de mutlu edecek,  kaliteli zaman geçirirlmesini sağlayacak minik ipuçlarını ve hangi oyunlar oynanmalı konusunda önerileri içeriyor.  Çocuk farklı açılardan ele alınabilecek bir kavram ve onun da hakları var. Videomuz çocuk haklarını hukuksal bir kavram olarak düşünürek onun yüksek yararı ve haklarını korumak için nelere dikkat etmemiz gerektiğini açıklıyor.   Çocuklu hayatın kendi içinde zorlukları var. Bunlara hazır olmak, çocuğun sağlıklı ve mutlu yetişmesinde büyük bir rol oynuyor. Videomuzdan bu konuda destek alabilir, çocuklu yaşamı daha kolay hale getirebilirsiniz.  ";A;161;2+ saat;Başlangıç
18;Atwiser Yaşama Dair - Sağlıklı Yaşam;Sağlıklı yaşamı seçmek kişinin kendine yapabileceği en önemli yatırımlardan biridir. Bu eğitim setimizde sağlıklı yaşama dair bilgiler, kilo verirken yapılması gerekenler, juicing nedir, nasıl yapılır gibi birçok içerik bulunuyor. Bu eğitim setini izledikten sonra siz de sağlıklı yaşama bir adım atmış olacaksınız.;Kilo vermede en önemli etkenlerden birisi porsiyon algısı, bu konuda nelere dikkat etmemiz gerektiğini Dr. Ayça Kaya' dan izleyin… Dr. Ayça Kaya diyor ki kilo vermek kadar sağlıklı kilo vermek ve verdiğimiz kiloları koruyabilmek de önemli, detaylar videomuzda… Kilo verirken uygulayacağımız öğün sayısı hakkında çok çeşitli yaklaşımlar var. Sağlıklı kilo vermek için beslenme alışkanlığı ve öğün sayısı tavsiyelerini bu videomuzda bulabilirsiniz. Yanlış diyetlerin ve diyetlerdeki yanlış uygulamaların insan sağlığı üzerindeki olumsuz etkilerini anlatan bu çok önemli videomuzu diyet programınız öncesinde mutlaka izlemenizi tavsiye ederiz. Sağlıklı kilo vermek ile ilgili pratik bilgiler bu videomuzda, mutlaka izleyin… Juicing konusundaki en temel bilgiler bu videomuzda sizleri bekliyor… Birbirinden güzel Juice tariflerini öğrenmeye hazırsanız hiç vakit geçirmeden videomuzu izleyebilirsiniz… Sağlıklı yaşamı desteklemek için dönemsel olarak uygulanabilecek Juice Orucu, bu yöntemde dikkat edilmesi gereken noktalar hakkında bu videomuzdan bilgi alabilirsiniz. Juice için kullanılabilecek makine çeşitleri, hangi tarifler için veya sizin için hangi makinaların uygun olacağı konusunda ihtiyaç duyacağınız tüm bilgiler bu videomuzda, iyi seyirler. Juice kürleri nelerdir, en sağlıklı şekilde nasıl uygulanır, kim hangi juice kürlerini uygulamalıdır merak ediyorsanız tüm bilgiler videomuzda…;A;38;30-60 dk;Başlangıç
19;Atwiser Yaşama Dair - Seyahat;Bu video serimizde seyahat hakkında sohbet, yurt dışına çıkanlar için tavsiyeler, mutlaka gidilmesi gereken yerlerden bahsettik.;Yurtdışı seyahatlerin kişiye kattığı değerler, ilk yurtdışı seyahat için mekan önerileri ve pratik bilgileri içeren videomuzu yurtdışına çıkmadan mutlaka izleyin. Yurtdışı seyahatlerde seçilecek bölgeler ve yapılması gereken ön hazırlıklar ve yanınıza almanız gerekenlere ilişkin bilgilere bu videomuzdan ulaşabilirsiniz. Yurtdışı seyahatlerde vize işlemleri ve güvenlik önlemlerinde dikkat edilecek konulara bu videomuzdan ulaşabilirsiniz. Yurtdışı seyahatlerle ilgili uçuş tavsiyeleri ve seyahat için faydalı bilgiler bu videomuzda, yola çıkmadan mutlaka izleyin… Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten Ölmeden Önce Gidilmesi Gereken 5 yer ile ilgili önerilerin ilk bölümü bu videomuzda. Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten Ölmeden Önce Gidilmesi Gereken 5 yer ile ilgili önerilerin 2. Bölümü bu videomuzda. Çocuklarla yurtdışı seyahatin zor olduğunu mu düşünüyorsunuz? Doğru bilgi ile bu fikir çok keyifli hale gelebilir. Türkiye’nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten çocuklarla seyahat önerilerinin ilk bölümü bu videomuzda. Çocuklarla yurtdışı seyahatin zor olduğunu mu düşünüyorsunuz? Doğru bilgi ile bu fikir çok keyifli hale gelebilir. Türkiye’nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek' ten çocuklarla seyahat önerilerinin 2.bölümü bu videomuzda. Masalsı bir yolculuğa hazır mısınız? Türkiye' nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek sizi masal diyarlarına götürecek seyahat rotalarını anlatıyor. Çok özel bir seyahat hikayesidir tren yolculukları, dünyanın en güzel tren yolu rotalarını Türkiye'nin en büyük gezginlerinden 136 ülke ve 785 şehir görmüş Av. Suat Şimşek sizin için anlatıyor.;A;56;30-60 dk;Başlangıç
20;Azim ve Direnç ile Hedeflere Ulaşmak;"Hedeflere ulaşmak azim, direnç ve uyum gerektirir. Dirençli olmak ve yere düşseniz de yeniden ayağa kalkabilmek, her geçen gün daha rekabetçi bir hal alan iş dünyasında yolunuzu kaybetmemenizi ve yükselişi sürdürmenizi sağlar.

Bu eğitimimizde, gerçekçi hedefler belirlemeyi ve onlara ulaşmak için uğraşırken karşınıza çıkacak güçlükleri tanımayı öğreneceksiniz. Ek olarak adapte olmaya yatkın bir zihniyetin özelliklerini keşfedecek, çabalarınızı boşa çıkarma riskini beraberinde getiren hem günlük hem de beklenmedik engeller karşısında kişisel direncinizi nasıl ortaya çıkarıp güçlendirebileceğinizi   öğreneceksiniz.";Hedeflere ulaşmak azim, direnç ve uyum gerektirir. Dirençli olmak ve yere düşseniz de yeniden ayağa kalkabilmek, her geçen gün daha rekabetçi bir hal alan iş dünyasında yolunuzu kaybetmemenizi ve yükselişi sürdürmenizi sağlar.  Bu eğitimimizde, gerçekçi hedefler belirlemeyi ve onlara ulaşmak için uğraşırken karşınıza çıkacak güçlükleri tanımayı öğreneceksiniz. Ek olarak adapte olmaya yatkın bir zihniyetin özelliklerini keşfedecek, çabalarınızı boşa çıkarma riskini beraberinde getiren hem günlük, hem de beklenmedik engeller karşısında kişisel direncinizi nasıl yaratıp geliştirebileceğinizi öğreneceksiniz.;A;21;0-30 dk;İleri
21;Azim ve Direnç ile Öne Geçmek;Günümüzde iş dünyası karmaşık bir yapıyla ilerliyor. İşleri tamamlarken, bir taraftan da hedeflere odaklı kalabilmek hem azim hem de sebat gerektiriyor. Sizi işlerinizden uzaklaştıran, ilginizi dağıtan konular ile aşırı bilgi yüklenmesi, zaman baskısı  ve bunların beraberinde getirdiği stres karşısında odaklanmak için uyum sağlayabilen bir zihniyet gerekiyor.;Günümüzde iş dünyası karmaşık bir yapıyla ilerliyor. İşleri tamamlarken, bir taraftan da hedeflere odaklı kalabilmek hem azim, hem de sebat gerektiriyor. Sizi işlerinizden uzaklaştırabilen, ilginizi dağıtan konular ile aşırı bilgi yüklenmesi, beklenen hız ve bunların beraberinde getirdiği stres karşısında odaklanmak için adapte olabilen bir zihniyet gerekiyor.;A;21;0-30 dk;İleri
23;Bankacılar İçin İş İngilizcesi;"Bu eğitim; banka gişe personeline İngilizcede müşteriyi karşılama, müşteri talebine göre hızlı bir yönlendirmede bulunma, telefon bankacılığına yönlendirme, hesap açma/kapama, para yatırma/çekme/transfer, kredi/banka kartı başvuru, döviz alış/satış gibi konuları en çok kullanılan kalıplarla Türkçe açıklamalı olarak sunuyor.";Bu eğitim, banka gişe personeline İngilizcede müşteriyi karşılama, müşteri talebine göre hızlı bir yönlendirmede bulunma, telefon bankacılığına yönlendirme, hesap açma/kapama gibi konuları  en çok kullanılan kalıplarla Türkçe açıklamalı olarak sunuyor. Bu eğitim, banka gişe personeline İngilizcede müşteriyi karşılamadan sonra para yatırma/çekme/transfer, kredi/banka kartı başvuru, döviz alış/satış gibi konuları  en çok kullanılan kalıplarla Türkçe açıklamalı olarak sunuyor.;A;50;30-60 dk;Başlangıç
24;Bankacılar için Telefonda Satış;Özellikle bankaların çağrı merkezlerinde uygulanması kolay, çağrı sürelerini uzatmayan ve çalışanların satış farkındalığını arttıran bir eğitimdir.;Özellikle bankaların çağrı merkezlerinde uygulanması kolay, çağrı sürelerini uzatmayan ve çalışanların satış farkındalığını arttıran bir eğitimdir. Özellikle bankaların çağrı merkezlerinde uygulanması kolay, çağrı sürelerini uzatmayan ve çalışanların satış farkındalığını arttıran bir eğitimdir. Özellikle bankaların çağrı merkezlerinde uygulanması kolay, çağrı sürelerini uzatmayan ve çalışanların satış farkındalığını arttıran bir eğitimdir.;A;110;1-2 saat;Başlangıç
25;Bankacılar için Temel Hukuk;Bu eğitimde temel hukuki konular ve kavramlar, günlük yaşamda karşılaşılan örneklerle birlikte ele alınmıştır. Temel Hukuk eğitimi, karşılaşabileceğiniz zorluklar karşısında sizi daha güçlü kılmak için hazırlanmıştır. Bu eğitimi tamamladığınız andan itibaren, gerek günlük hayatta gerekse çalışma hayatında karşınıza çıkan hukuki problemlerde yapılması gereken hukuki işlemlere aşinalık kazanacak ve herhangi bir hukuki duruma sebep verebilecek hukuki şekli tanıyabileceksiniz.;Bu eğitimde ile temel hukuki konular ve kavramlar, günlük yaşamda karşılaşılan örneklerle birlikte ele alınmıştır. Temel Hukuk eğitimi, karşılaşabileceğiniz zorluklar karşısında sizi daha güçlü kılmak için hazırlanmıştır. Bu eğitimi tamamladığınız andan itibaren, gerek günlük hayatta, gerekse çalışma hayatında karşınıza çıkan hukuki problemlerde yapılması gereken hukuki işlemlere aşinalık kazanacak ve herhangi bir hukuki duruma sebep verebilecek hukuki şekli tanıyabileceksiniz.  Bu eğitimde ile temel hukuki konular ve kavramlar, günlük yaşamda karşılaşılan örneklerle birlikte ele alınmıştır. Temel Hukuk eğitimi, karşılaşabileceğiniz zorluklar karşısında sizi daha güçlü kılmak için hazırlanmıştır. Bu eğitimi tamamladığınız andan itibaren, gerek günlük hayatta, gerekse çalışma hayatında karşınıza çıkan hukuki problemlerde yapılması gereken hukuki işlemlere aşinalık kazanacak ve herhangi bir hukuki duruma sebep verebilecek hukuki şekli tanıyabileceksiniz.   Bu eğitimde ile temel hukuki konular ve kavramlar, günlük yaşamda karşılaşılan örneklerle birlikte ele alınmıştır. Temel Hukuk eğitimi, karşılaşabileceğiniz zorluklar karşısında sizi daha güçlü kılmak için hazırlanmıştır. Bu eğitimi tamamladığınız andan itibaren, gerek günlük hayatta, gerekse çalışma hayatında karşınıza çıkan hukuki problemlerde yapılması gereken hukuki işlemlere aşinalık kazanacak ve herhangi bir hukuki duruma sebep verebilecek hukuki şekli tanıyabileceksiniz. ;A;70;1-2 saat;Başlangıç
